City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
248,margaret river,-33.95,115.0667,13.62,88,24,1.78,AU,1693059073
249,georgetown,5.4112,100.3354,26.96,78,20,1.54,MY,1693058827
250,brokopondo,4.75,-55.1667,29.51,60,0,1.93,SR,1693059074
251,masterton,-40.9597,175.6575,10.49,94,94,1.83,NZ,1693059075
252,tamalpais valley,37.8796,-122.5458,16.02,94,8,2.24,US,1693059076
253,chonchi,-42.6128,-73.8092,6.73,73,16,1.94,CL,1693059077
254,bafra,41.5678,35.9069,27.83,49,0,4.78,TR,1693059077
255,sao miguel do araguaia,-13.275,-50.1628,28.61,53,100,0.84,BR,1693059079
256,mthatha,-31.5889,28.7844,15.31,26,20,9.26,ZA,1693059079
257,argungu,12.7433,4.5269,33.83,46,36,4.83,NG,1693059080
258,macau,22.2006,113.5461,30.48,84,20,3.6,MO,1693058530
259,jiaozuo,35.2397,113.2331,19.42,92,100,4.8,CN,1693059081
260,suonenjoki,62.6167,27.1333,19.55,39,1,2.69,FI,1693059082
261,ishigaki,24.3448,124.1572,28.79,75,89,0.55,JP,1693059083
262,rapla,59.0072,24.7928,21.84,73,100,3.43,EE,1693059083
263,ghanzi,-21.5667,21.7833,25.37,9,8,6.04,BW,1693059084
264,tayaman,13.2295,120.5726,26.66,81,100,2.07,PH,1693059085
265,mount gambier,-37.8333,140.7667,8.86,89,100,2.57,AU,1693059085
266,cockburn town,21.4612,-71.1419,28.46,73,0,3.87,TC,1693059049
267,santiago de cao,-7.9589,-79.2392,21.07,78,100,2.57,PE,1693059086
268,kalabo,-14.97,22.6814,37.16,6,0,3.26,ZM,1693059090
269,laboulaye,-34.1266,-63.3912,12.8,28,64,1.77,AR,1693059096
270,chernyshevskiy,63.0128,112.4714,14.2,67,30,1.32,RU,1693059099
271,porto novo,6.4965,2.6036,29.15,66,51,5.68,BJ,1693059100
272,sao joao do paraiso,-15.3136,-42.0144,31.93,31,100,3.76,BR,1693059101
273,laguna,38.421,-121.4238,20.6,90,0,0.0,US,1693059101
274,al qadarif,14.0349,35.3834,33.81,44,86,3.86,SD,1693059102
275,berdigestyakh,62.0989,126.6992,14.92,79,82,1.8,RU,1693059103
276,nemuro,43.3236,145.575,19.88,99,100,5.54,JP,1693059103
277,ardakan,32.31,54.0175,40.28,7,0,4.36,IR,1693059104
278,aasiaat,68.7098,-52.8699,3.98,92,100,4.8,GL,1693059105
279,vallenar,-28.5708,-70.7581,23.78,15,2,1.02,CL,1693059105
280,namibe,-15.1961,12.1522,20.85,72,11,5.07,AO,1693059106
281,eydhafushi,5.1033,73.0708,28.57,74,30,3.29,MV,1693059106
282,lewistown,40.5992,-77.5714,26.01,84,75,0.0,US,1693059107
283,holualoa,19.6228,-155.9522,21.91,84,100,3.6,US,1693059108
284,lakeview,42.432,-75.8655,22.43,88,5,1.34,US,1693059108
285,corn island,12.1694,-83.0418,28.43,76,66,2.55,NI,1693059109
286,sitangkai,4.6628,119.3928,28.73,74,2,4.66,PH,1693059109
287,milford haven,51.7128,-5.0341,17.84,72,85,6.42,GB,1693059110
288,al mijlad,11.0333,27.7333,25.57,65,100,3.66,SD,1693059111
289,castillos,-34.1667,-53.8333,11.33,51,0,3.4,UY,1693059111
290,zagora,30.3484,-5.8365,40.18,10,2,3.37,MA,1693059112
291,bosobolo,4.1833,19.9,29.72,64,92,0.63,CD,1693059112
292,udachny,66.4167,112.4,18.03,59,5,3.03,RU,1693059113
293,palmer,42.1584,-72.3287,24.8,76,75,2.06,US,1693059056
294,utrik,11.2278,169.8474,27.93,80,100,7.45,MH,1693059114
295,bhamo,24.2667,97.2333,24.3,99,100,0.65,MM,1693059115
296,qaqortoq,60.7167,-46.0333,7.05,97,100,1.77,GL,1693059116
297,san antonio de pale,-1.4014,5.6325,24.12,87,90,3.89,GQ,1693059116
298,zabaykal'sk,49.6333,117.3167,14.8,50,67,0.65,RU,1693059117
299,tabou,4.423,-7.3528,25.95,84,30,4.99,CI,1693059117
300,crane,31.3974,-102.3501,28.67,47,60,1.57,US,1693059118
301,las lomitas,-24.7096,-60.593,19.79,26,0,4.76,AR,1693059119
302,muroto-misakicho,33.2833,134.15,27.03,81,43,3.75,JP,1693059119
303,kapa'a,22.0752,-159.319,27.18,84,20,5.66,US,1693059120
304,xai-xai,-25.0519,33.6442,22.88,65,100,10.02,MZ,1693059120
305,mpwapwa,-6.35,36.4833,27.31,41,80,4.44,TZ,1693059121
306,sur,22.5667,59.5289,34.62,51,99,1.46,OM,1693059122
307,rayachoti,14.05,78.75,30.16,55,100,1.07,IN,1693059123
308,rawson,-43.3002,-65.1023,8.42,43,0,5.47,AR,1693059013
309,buzdyak,54.5833,54.55,14.41,45,99,4.94,RU,1693059124
310,belyy yar,53.6039,91.3903,18.94,77,0,4.0,RU,1693059125
311,amga,60.8953,131.9608,12.99,64,100,0.66,RU,1693059125
312,torghay,49.6339,63.4981,20.55,52,98,4.35,KZ,1693059126
313,labytnangi,66.6572,66.4183,7.91,75,93,4.88,RU,1693059127
314,camaqua,-30.8511,-51.8122,11.99,50,0,3.61,BR,1693059026
315,saint-joseph,-21.3667,55.6167,24.71,78,14,5.68,RE,1693059128
316,brooksville,28.5553,-82.3879,30.48,72,0,1.54,US,1693059041
317,lasem,-6.6922,111.4527,27.21,72,100,2.73,ID,1693059130
318,yanzhou,35.5528,116.8286,20.24,96,100,3.79,CN,1693059013
319,jaguaruna,-28.615,-49.0256,17.91,47,1,2.85,BR,1693058951
320,sumbe,-11.2061,13.8437,24.36,77,30,4.52,AO,1693059132
321,laascaanood,8.4774,47.3597,33.65,28,8,9.33,SO,1693059132
322,huntsville,34.7304,-86.5861,31.23,78,0,0.89,US,1693058898
323,zeya,53.75,127.2667,12.37,64,100,2.24,RU,1693059134
324,susuman,62.7833,148.1667,5.64,90,80,0.52,RU,1693059135
325,kurumkan,54.3,110.3,17.32,62,26,1.56,RU,1693059136
326,archangelos,36.2149,28.1149,28.5,56,0,2.1,GR,1693059136
327,jianshui,23.6363,102.8264,21.0,95,98,2.14,CN,1693059137
328,antsiranana,-12.2787,49.2917,25.5,71,3,7.98,MG,1693059138
329,san patricio,28.017,-97.5169,29.95,75,23,2.01,US,1693059138
330,kourou,5.1552,-52.6478,32.03,59,4,3.27,GF,1693059139
331,at taj,24.2049,23.2857,42.4,9,0,4.56,LY,1693059140
